ID;Fecha_Nacim;Edad;Educacion;Estado_Civil;Ingreso_Anual;Niños;Adolescente;Fecha_ingreso;Dias_Ulti_Comp;Gastos_Vinos;Gastos_Frutas;Gastos_Carne;Gastos_Pescados;Gastos_Dulces;Gastos_Joyas;Cant_Ofertas;Cant_Comp_Web;Cant_catalogo_comp;Cant_Com_Almacen;Num_Visitas_Web
1687;1979;43;Universitario;Soltero;70337;Sin hijos;0;2/1/2014;75;187;81;149;25;43;91;1;2;2;12;1
1688;1978;44;Universitario;Casado;64813;Un hijo;0;2/1/2014;81;293;0;124;179;97;52;1;7;2;10;5
1689;1980;42;Primario;Soltero;67506;Sin hijos;1;2/1/2014;73;90;38;67;33;36;67;1;4;1;6;3
1690;1976;46;Master;Casado;33181;Un hijo;0;3/1/2014;90;9;0;3;0;0;4;1;1;0;2;6
1691;1979;43;Universitario;Pareja;90300;Sin hijos;0;3/1/2014;7;594;134;786;33;134;57;0;5;6;8;1
1692;1952;70;Universitario;Casado;35704;Un hijo;1;3/1/2014;54;30;9;12;2;11;30;3;2;0;4;4
1693;1953;69;Universitario;Pareja;61278;Sin hijos;1;4/1/2014;87;111;3;28;2;6;15;2;3;1;4;6
1694;1974;48;Universitario;Pareja;47889;Un hijo;0;4/1/2014;94;29;0;29;0;5;4;1;2;0;3;5
1695;1984;38;Universitario;Casado;23228;Un hijo;0;5/1/2014;91;53;3;49;7;4;5;4;3;0;4;8
1696;1966;56;Universitario;Divorciado;48877;Sin hijos;1;5/1/2014;27;102;1;15;2;0;24;1;3;0;4;7
1697;1959;63;Universitario;Soltero;62450;Sin hijos;1;6/1/2014;61;515;47;267;62;66;38;2;5;5;4;3
1698;1964;58;Universitario;Viudo;85620;Sin hijos;0;7/1/2014;68;416;46;925;60;107;46;1;3;6;4;1
1699;1968;54;Universitario;Pareja;77382;Sin hijos;1;7/1/2014;36;491;48;231;112;105;134;2;5;7;12;1
1700;1982;40;Master;Casado;21059;Un hijo;0;7/1/2014;40;8;3;19;3;3;8;3;3;0;3;6
1701;1970;52;Secundario;Soltero;57642;Sin hijos;1;9/1/2014;24;580;6;58;8;0;27;3;7;6;6;4
1702;1966;56;Universitario;Soltero;43602;Un hijo;1;10/1/2014;45;19;5;12;10;3;19;3;3;1;2;6
1703;1951;71;Universitario;Casado;44689;Un hijo;1;10/1/2014;82;18;0;5;0;0;11;2;1;1;2;7
1704;1957;65;Master;Soltero;65487;Sin hijos;0;10/1/2014;48;240;67;500;199;0;163;3;3;5;6;2
1705;1957;65;Master;Pareja;65487;Sin hijos;0;10/1/2014;48;240;67;500;199;0;163;3;3;5;6;2
1706;1954;68;Secundario;Casado;65324;Sin hijos;1;11/1/2014;0;384;0;102;21;32;5;3;6;2;9;4
1707;1954;68;Secundario;Casado;65324;Sin hijos;1;11/1/2014;0;384;0;102;21;32;5;3;6;2;9;4
1708;1976;46;Secundario;Pareja;49187;Sin hijos;1;11/1/2014;63;81;1;31;2;1;0;1;1;1;5;2
1709;1989;33;Primario;Casado;59060;Un hijo;0;11/1/2014;77;35;40;111;36;40;12;3;3;1;7;4
1710;1966;56;Secundario;Casado;57705;Sin hijos;1;11/1/2014;14;383;0;53;6;4;40;3;8;1;6;6
1711;1957;65;Master;Casado;66726;Un hijo;1;12/1/2014;61;349;7;35;0;0;47;3;8;2;4;7
1712;1964;58;Primario;Soltero;66726;Un hijo;1;12/1/2014;49;5;1;9;2;0;4;1;1;0;2;7
1713;1970;52;Universitario;Pareja;81205;Sin hijos;0;13/1/2014;43;724;74;929;97;55;130;1;5;6;7;2
1714;1983;39;Universitario;Casado;76630;Sin hijos;0;14/1/2014;93;255;31;446;40;56;175;1;3;10;11;1
1715;1982;40;Universitario;Casado;65169;Sin hijos;0;14/1/2014;23;1074;0;69;0;0;46;1;10;4;13;6
1716;1971;51;Universitario;Pareja;16626;Dos hijos;0;15/1/2014;76;8;3;22;21;1;13;3;3;0;3;9
1717;1970;52;Primario;Casado;62466;Sin hijos;1;15/1/2014;13;129;129;259;168;121;83;5;6;3;12;4
1718;1970;52;Primario;Casado;62466;Sin hijos;1;15/1/2014;13;129;129;259;168;121;83;5;6;3;12;4
1719;1948;74;Universitario;Casado;92344;Sin hijos;0;15/1/2014;9;992;24;694;51;19;119;0;5;10;5;1
1720;1971;51;Universitario;Pareja;38232;Un hijo;1;17/1/2014;84;43;5;28;7;6;33;4;3;1;3;5
1721;1976;46;Universitario;Pareja;29478;Un hijo;0;17/1/2014;59;8;0;7;3;1;1;1;1;0;3;6
1722;1973;49;Universitario;Soltero;65333;Sin hijos;1;17/1/2014;58;654;7;92;0;15;30;7;9;4;8;6
1723;1975;47;Universitario;Pareja;60934;Sin hijos;1;17/1/2014;41;224;155;155;192;93;54;2;6;4;11;4
1724;1976;46;Universitario;Divorciado;12571;Un hijo;0;18/1/2014;86;3;5;14;2;12;17;4;3;1;3;6
1725;1967;55;Universitario;Pareja;44931;Sin hijos;1;18/1/2014;0;78;0;11;0;0;7;1;2;1;3;5
1726;1984;38;Primario;Soltero;25707;Un hijo;0;18/1/2014;18;1;6;2;3;6;3;1;1;0;3;7
1727;1981;41;Secundario;Casado;58293;Un hijo;0;19/1/2014;94;173;43;118;46;27;15;5;5;3;6;5
1728;1957;65;Secundario;Casado;44155;Un hijo;1;19/1/2014;24;22;1;9;0;0;14;1;1;1;2;4
1729;1972;50;Primario;Casado;70932;Sin hijos;1;19/1/2014;57;200;193;100;46;185;185;2;6;2;12;3
1730;1967;55;Universitario;Pareja;54178;Sin hijos;1;21/1/2014;79;135;9;39;4;0;7;1;2;2;5;2
1731;1974;48;Master;Pareja;21255;Un hijo;0;21/1/2014;56;29;0;25;2;2;3;4;2;1;4;4
1732;1958;64;Universitario;Casado;72905;Sin hijos;0;21/1/2014;52;407;114;445;181;165;203;1;3;7;9;1
1733;1956;66;Universitario;Casado;48195;Un hijo;1;21/1/2014;53;106;27;68;52;7;5;6;4;2;5;6
1734;1952;70;Secundario;Pareja;69805;Sin hijos;1;21/1/2014;50;750;71;174;13;10;20;2;6;8;11;2
1735;1984;38;Master;Casado;30477;Un hijo;0;22/1/2014;16;47;1;6;0;0;12;1;1;1;3;6
1736;1968;54;Master;Soltero;50014;Un hijo;0;22/1/2014;9;234;14;77;19;10;42;2;4;1;8;5
1737;1969;53;Universitario;Soltero;81657;Sin hijos;0;22/1/2014;69;364;40;425;158;60;50;1;3;4;8;1
1738;1944;78;Universitario;Casado;80589;Sin hijos;0;22/1/2014;25;507;93;520;242;40;26;1;5;10;5;1
1739;1975;47;Master;Pareja;34176;Sin hijos;1;22/1/2014;9;11;2;7;4;2;2;1;1;0;3;3
1740;1958;64;Universitario;Divorciado;78331;Sin hijos;1;23/1/2014;97;756;138;354;160;169;61;2;10;6;7;4
1741;1956;66;Universitario;Pareja;34633;Dos hijos;1;23/1/2014;31;8;1;5;0;0;1;1;1;0;2;6
1742;1980;42;Universitario;Casado;33228;Un hijo;0;23/1/2014;28;22;2;31;7;4;5;1;2;0;3;7
1743;1978;44;Master;Pareja;85738;Sin hijos;0;23/1/2014;41;913;26;376;17;26;13;1;3;6;11;1
1744;1971;51;Universitario;Casado;35788;Un hijo;1;23/1/2014;34;23;2;11;3;1;4;2;2;0;3;6
1745;1970;52;Universitario;Casado;90765;Sin hijos;0;24/1/2014;25;547;99;812;151;82;33;0;4;6;5;1
1746;1961;61;Secundario;Casado;57072;Sin hijos;1;24/1/2014;79;944;0;60;0;0;30;2;7;5;13;5
1747;1956;66;Master;Pareja;69245;Sin hijos;1;24/1/2014;8;428;30;214;80;30;61;2;6;5;10;3
1748;1976;46;Master;Divorciado;75012;Sin hijos;0;25/1/2014;41;294;142;218;164;58;151;1;3;8;11;1
1749;1964;58;Universitario;Casado;82224;Sin hijos;0;25/1/2014;83;307;26;360;138;31;40;1;6;9;5;3
1750;1968;54;Universitario;Casado;45688;Sin hijos;1;25/1/2014;20;279;0;18;0;0;9;2;3;1;8;4
1751;1965;57;Universitario;Soltero;59686;Sin hijos;1;25/1/2014;78;89;15;89;34;42;5;1;4;1;6;4
1752;1981;41;Universitario;Divorciado;56981;Sin hijos;0;25/1/2014;91;908;48;217;32;12;24;1;2;3;13;6
1753;1969;53;Universitario;Casado;14045;Un hijo;0;26/1/2014;24;11;0;5;2;1;1;1;1;0;3;7
1754;1968;54;Universitario;Casado;19514;Un hijo;1;26/1/2014;47;14;3;21;2;1;28;4;3;1;2;8
1755;1958;64;Secundario;Pareja;74250;Sin hijos;0;26/1/2014;90;680;11;392;75;0;0;1;2;11;4;1
1756;1969;53;Universitario;Pareja;23228;Un hijo;0;26/1/2014;71;13;2;18;6;1;0;2;2;0;3;8
1757;1968;54;Universitario;Casado;19514;Un hijo;1;26/1/2014;47;14;3;21;2;1;28;4;3;1;2;8
1758;1950;72;Master;Viudo;64866;Sin hijos;1;26/1/2014;9;508;5;21;7;5;10;4;7;3;7;5
1759;1959;63;Universitario;Casado;65492;Sin hijos;0;26/1/2014;73;247;161;295;210;85;47;2;4;7;13;2
1760;1965;57;Universitario;Divorciado;30630;Un hijo;1;27/1/2014;67;27;1;12;2;0;10;2;2;0;3;7
1761;1968;54;Secundario;Casado;38443;Un hijo;1;27/1/2014;58;32;0;5;0;0;1;2;1;0;3;7
1762;1965;57;Universitario;Casado;69139;Sin hijos;1;27/1/2014;23;86;12;75;33;15;6;1;4;1;5;4
1763;1965;57;Universitario;Casado;69139;Sin hijos;1;27/1/2014;23;86;12;75;33;15;6;1;4;1;5;4
1764;1958;64;Secundario;Viudo;50520;Sin hijos;1;28/1/2014;25;112;0;6;2;1;14;2;3;1;3;6
1765;1973;49;Universitario;Casado;24639;Un hijo;1;28/1/2014;3;20;3;16;0;4;1;3;2;0;4;6
1766;1982;40;Secundario;Soltero;38513;Un hijo;0;28/1/2014;20;172;3;115;16;0;18;5;6;1;5;8
1767;1976;46;Universitario;Casado;17148;Un hijo;0;28/1/2014;80;9;9;11;13;10;16;4;3;1;3;8
1768;1954;68;Primario;Casado;63564;Sin hijos;0;29/1/2014;0;769;80;252;15;34;65;1;10;10;7;6
1769;1959;63;Secundario;Pareja;53537;Un hijo;1;30/1/2014;17;81;0;6;0;0;6;2;2;1;3;5
1770;1977;45;Universitario;Pareja;33178;Un hijo;0;30/1/2014;9;12;6;2;11;2;16;1;1;0;3;4
1771;1974;48;Primario;Casado;65463;Un hijo;0;30/1/2014;17;391;32;70;21;32;16;2;6;2;9;5
1772;1974;48;Universitario;Divorciado;19346;Un hijo;0;30/1/2014;26;2;0;9;3;6;2;1;1;0;3;8
1773;1960;62;Secundario;Casado;65695;Sin hijos;1;31/1/2014;50;371;32;189;0;58;6;2;5;4;10;4
1774;1984;38;Universitario;Pareja;37235;Un hijo;0;1/2/2014;68;20;2;9;4;6;20;1;1;1;2;4
1775;1970;52;Universitario;Soltero;30015;Un hijo;0;2/2/2014;28;25;0;22;2;3;5;2;1;0;4;5
1776;1988;34;Universitario;Casado;84219;Sin hijos;0;2/2/2014;27;434;137;400;45;137;45;1;3;4;10;1
1777;1988;34;Universitario;Casado;84219;Sin hijos;0;2/2/2014;27;434;137;400;45;137;45;1;3;4;10;1
1778;1954;68;Secundario;Casado;62670;Sin hijos;1;2/2/2014;57;539;30;92;80;46;38;1;5;3;13;3
1779;1988;34;Universitario;Soltero;25008;Un hijo;0;2/2/2014;72;2;8;8;6;1;9;2;1;0;3;8
1780;1962;60;Universitario;Casado;83715;Sin hijos;0;3/2/2014;2;318;8;407;150;35;8;1;2;8;13;0
1781;1975;47;Secundario;Pareja;61905;Sin hijos;1;4/2/2014;2;167;0;43;6;2;13;2;4;2;4;5
1782;1986;36;Universitario;Pareja;33235;Un hijo;0;5/2/2014;71;45;0;16;2;1;6;1;3;0;3;7
1783;1952;70;Master;Casado;77027;Sin hijos;1;5/2/2014;23;820;57;242;45;0;11;2;8;3;6;4
1784;1981;41;Universitario;Pareja;88325;Sin hijos;0;5/2/2014;42;519;71;860;93;27;53;1;6;2;9;2
1785;1984;38;Secundario;Casado;73356;Sin hijos;0;6/2/2014;56;1050;14;322;0;14;112;1;5;11;5;2
1786;1972;50;Master;Casado;76234;Sin hijos;1;6/2/2014;21;519;50;167;130;0;41;1;8;3;11;3
1787;1971;51;Secundario;Soltero;60504;Sin hijos;1;7/2/2014;73;458;0;24;6;4;34;2;6;2;8;6
1788;1975;47;Universitario;Divorciado;153924;Sin hijos;0;7/2/2014;81;1;1;1;1;1;1;0;0;0;0;0
1789;1972;50;Universitario;Divorciado;26759;Un hijo;0;7/2/2014;65;25;3;16;8;5;2;2;2;1;3;6
1790;1976;46;Universitario;Soltero;37697;Un hijo;0;7/2/2014;82;34;6;21;11;4;8;1;2;1;3;6
1791;1976;46;Universitario;Soltero;37697;Un hijo;0;7/2/2014;82;34;6;21;11;4;8;1;2;1;3;6
1792;1987;35;Primario;Soltero;23830;Sin hijos;0;7/2/2014;3;1;8;6;4;8;16;1;1;0;3;7
1793;1970;52;Universitario;Divorciado;64713;Un hijo;0;7/2/2014;11;180;60;241;13;54;54;2;5;5;7;4
1794;1950;72;Secundario;Casado;41145;Un hijo;1;8/2/2014;20;9;0;3;0;0;1;1;0;0;3;3
1795;1965;57;Secundario;Divorciado;47025;Un hijo;1;9/2/2014;6;16;0;3;0;0;1;1;1;0;2;7
1796;1973;49;Secundario;Soltero;54466;Un hijo;1;9/2/2014;78;12;0;4;0;0;0;1;1;0;2;5
1797;1978;44;Universitario;Divorciado;41986;Sin hijos;1;9/2/2014;15;27;5;8;8;3;12;3;3;0;4;4
1798;1984;38;Universitario;Pareja;26646;Un hijo;0;10/2/2014;26;11;4;20;10;3;5;2;2;0;4;6
1799;1969;53;Universitario;Casado;73448;Sin hijos;0;10/2/2014;10;236;106;189;23;41;130;1;7;2;9;4
1800;1972;50;Universitario;Soltero;24762;Un hijo;0;10/2/2014;16;6;10;12;3;15;40;3;3;1;2;8
1801;1978;44;Universitario;Casado;77583;Sin hijos;0;10/2/2014;93;372;23;384;250;12;108;1;4;5;9;2
1802;1989;33;Universitario;Soltero;46107;Un hijo;0;10/2/2014;78;31;9;27;16;9;33;1;1;1;4;3
1803;1973;49;Universitario;Viudo;42429;Sin hijos;1;11/2/2014;99;55;0;6;2;0;4;2;1;1;3;5
1804;1973;49;Universitario;Viudo;42429;Sin hijos;1;11/2/2014;99;55;0;6;2;0;4;2;1;1;3;5
1805;1978;44;Universitario;Divorciado;71022;Sin hijos;1;11/2/2014;30;909;12;278;0;12;242;3;5;2;11;8
1806;1970;52;Universitario;Soltero;93790;Sin hijos;0;12/2/2014;16;1302;68;731;89;114;45;0;6;7;12;2
1807;1951;71;Universitario;Casado;94642;Sin hijos;0;12/2/2014;35;879;143;797;106;143;143;0;5;7;9;1
1808;1978;44;Universitario;Pareja;28587;Un hijo;0;12/2/2014;42;22;4;17;12;10;13;3;2;0;4;6
1809;1991;31;Master;Soltero;90638;Sin hijos;0;13/2/2014;29;1156;120;915;94;144;96;1;3;4;10;1
1810;1973;49;Primario;Divorciado;31163;Un hijo;0;13/2/2014;54;2;3;10;11;2;10;1;1;0;3;6
1811;1973;49;Primario;Divorciado;31163;Un hijo;0;13/2/2014;54;2;3;10;11;2;10;1;1;0;3;6
1812;1991;31;Master;Soltero;90638;Sin hijos;0;13/2/2014;29;1156;120;915;94;144;96;1;3;4;10;1
1813;1994;28;Universitario;Pareja;80134;Sin hijos;0;14/2/2014;11;966;26;282;52;26;26;1;2;7;11;5
1814;1967;55;Universitario;Divorciado;76982;Sin hijos;0;15/2/2014;19;464;151;292;65;60;30;1;8;3;4;4
1815;1960;62;Primario;Soltero;32218;Sin hijos;0;15/2/2014;27;10;24;15;13;1;30;1;2;1;3;7
1816;1960;62;Master;Pareja;17144;Un hijo;1;15/2/2014;96;18;2;19;0;2;6;5;3;0;4;7
1817;1969;53;Master;Pareja;44602;Un hijo;1;15/2/2014;35;167;2;89;0;0;34;6;6;1;4;8
1818;1960;62;Master;Pareja;17144;Un hijo;1;15/2/2014;96;18;2;19;0;2;6;5;3;0;4;7
1819;1986;36;Secundario;Pareja;34320;Un hijo;0;16/2/2014;66;4;1;9;3;0;0;1;1;0;2;8
1820;1982;40;Primario;Casado;57937;Sin hijos;1;16/2/2014;56;261;42;144;55;48;133;3;4;4;9;3
1821;1957;65;Secundario;Pareja;40451;Sin hijos;2;16/2/2014;54;35;0;4;0;0;10;1;1;1;2;5
1822;1969;53;Secundario;Pareja;54132;Sin hijos;1;16/2/2014;81;30;1;8;0;0;3;1;1;0;3;7
1823;1960;62;Master;Soltero;98777;Sin hijos;0;17/2/2014;23;1000;19;711;125;115;38;0;4;6;9;1
1824;1960;62;Master;Soltero;98777;Sin hijos;0;17/2/2014;23;1000;19;711;125;115;38;0;4;6;9;1
1825;1996;26;Primario;Casado;14421;Sin hijos;0;17/2/2014;81;0;0;2;3;3;8;1;1;0;2;5
1826;1952;70;Universitario;Soltero;62307;Sin hijos;1;17/2/2014;94;87;13;34;10;6;10;1;4;0;4;5
1827;1976;46;Secundario;Soltero;42473;Un hijo;1;17/2/2014;72;93;1;21;0;4;25;3;2;1;4;5
1828;1989;33;Universitario;Soltero;64449;Un hijo;0;18/2/2014;70;218;63;282;137;35;70;4;5;3;12;4
1829;1985;37;Primario;Casado;23148;Sin hijos;0;18/2/2014;83;4;6;8;6;3;10;1;2;0;3;7
1830;1969;53;Master;Casado;43142;Un hijo;1;18/2/2014;84;5;1;7;2;1;4;1;1;0;2;7
1831;1946;76;Universitario;Casado;78569;Sin hijos;0;19/2/2014;14;558;79;622;207;175;95;1;4;6;4;1
1832;1974;48;Secundario;Casado;78128;Sin hijos;1;19/2/2014;89;934;24;230;16;24;36;2;8;4;6;3
1833;1982;40;Universitario;Pareja;19444;Un hijo;0;22/2/2014;8;16;0;23;3;2;10;3;4;1;2;7
1834;1948;74;Universitario;Pareja;51315;Sin hijos;0;23/2/2014;45;68;28;39;16;30;41;1;2;2;5;2
1835;1979;43;Master;Casado;32765;Un hijo;0;23/2/2014;49;13;3;17;7;3;3;2;2;0;4;5
1836;1967;55;Master;Soltero;32557;Un hijo;0;24/2/2014;13;34;3;29;0;4;10;3;2;1;3;5
1837;1978;44;Universitario;Casado;28442;Dos hijos;0;24/2/2014;53;19;3;10;11;8;6;3;2;1;4;4
1838;1975;47;Universitario;Casado;33183;Un hijo;0;24/2/2014;46;7;5;39;17;15;37;2;4;0;3;7
1839;1953;69;Universitario;Casado;39722;Sin hijos;1;24/2/2014;92;32;0;5;2;0;8;2;2;0;3;5
1840;1987;35;Secundario;Soltero;74004;Sin hijos;0;24/2/2014;5;784;48;560;42;176;48;1;4;6;4;3
1841;1987;35;Universitario;Divorciado;81361;Sin hijos;0;25/2/2014;18;163;23;424;27;65;76;1;3;10;13;1
1842;1957;65;Universitario;Pareja;26091;Un hijo;1;25/2/2014;84;15;10;19;8;17;20;3;2;1;3;5
1843;1968;54;Master;Casado;70777;Sin hijos;1;25/2/2014;80;554;35;113;0;7;78;3;5;3;12;3
1844;1957;65;Universitario;Pareja;26091;Un hijo;1;25/2/2014;84;15;10;19;8;17;20;3;2;1;3;5
1845;1987;35;Universitario;Divorciado;81361;Sin hijos;0;25/2/2014;18;163;23;424;27;65;76;1;3;10;13;1
1846;1958;64;Secundario;Pareja;37334;Un hijo;1;26/2/2014;44;26;1;16;2;2;15;4;3;0;4;4
1847;1982;40;Universitario;Casado;22448;Un hijo;0;26/2/2014;86;3;1;8;23;2;18;3;2;1;3;3
1848;1974;48;Primario;Casado;45894;Sin hijos;2;27/2/2014;15;27;2;7;0;2;13;1;1;0;3;5
1849;1980;42;Primario;Soltero;31859;Un hijo;0;27/2/2014;3;3;4;7;15;8;11;1;1;0;3;7
1850;1963;59;Universitario;Pareja;77226;Sin hijos;1;28/2/2014;29;631;43;239;128;76;21;2;6;8;12;3
1851;1957;65;Universitario;Casado;23539;Sin hijos;0;28/2/2014;13;4;24;11;16;1;25;1;2;0;4;6
1852;1973;49;Secundario;Casado;157243;Sin hijos;1;1/3/2014;98;20;2;1582;1;2;1;15;0;22;0;0
1853;1974;48;Secundario;Pareja;65640;Sin hijos;1;1/3/2014;74;204;7;149;20;15;66;1;5;1;8;2
1854;1978;44;Secundario;Casado;46377;Un hijo;0;1/3/2014;89;37;0;46;4;3;0;1;2;1;3;4
1855;1944;78;Master;Casado;80184;Sin hijos;0;1/3/2014;19;1035;134;670;25;38;0;1;6;3;10;3
1856;1987;35;Master;Soltero;73454;Sin hijos;0;1/3/2014;95;982;73;351;56;14;175;1;2;4;6;5
1857;1984;38;Universitario;Pareja;16529;Un hijo;0;1/3/2014;23;3;0;5;13;0;1;1;1;0;3;6
1858;1973;49;Secundario;Casado;54222;Sin hijos;1;1/3/2014;98;199;12;31;3;12;7;1;3;3;5;3
1859;1967;55;Secundario;Divorciado;26642;Un hijo;0;1/3/2014;71;13;2;15;2;2;8;2;2;0;3;6
1860;1954;68;Master;Divorciado;62637;Sin hijos;1;1/3/2014;76;104;12;48;4;12;5;1;2;2;5;2
1861;1972;50;Secundario;Pareja;62637;Un hijo;0;2/3/2014;17;25;1;13;0;0;3;1;1;0;3;7
1862;1972;50;Secundario;Pareja;38887;Un hijo;0;2/3/2014;17;25;1;13;0;0;3;1;1;0;3;7
1863;1961;61;Universitario;Casado;27116;Un hijo;1;2/3/2014;78;12;1;21;2;2;3;2;2;0;3;7
1864;1966;56;Secundario;Pareja;65814;Sin hijos;1;2/3/2014;90;561;14;113;10;14;35;3;8;2;10;5
1865;1968;54;Secundario;Casado;55954;Sin hijos;1;3/3/2014;63;447;0;28;0;0;43;3;8;2;6;7
1866;1969;53;Secundario;Soltero;66582;Sin hijos;0;3/3/2014;83;789;25;420;16;38;0;1;2;8;9;1
1867;1952;70;Secundario;Casado;54549;Sin hijos;1;3/3/2014;8;216;2;6;0;0;9;2;5;1;4;7
1868;1973;49;Master;Casado;38576;Sin hijos;1;4/3/2014;2;34;0;7;0;0;0;1;1;0;3;7
1869;1978;44;Universitario;Casado;67023;Sin hijos;0;4/3/2014;93;444;44;382;11;8;17;1;3;7;13;2
1870;1980;42;Universitario;Pareja;62994;Un hijo;0;4/3/2014;74;224;12;48;4;12;12;1;6;2;4;6
1871;1947;75;Universitario;Soltero;77457;Sin hijos;0;5/3/2014;85;675;11;400;15;45;11;1;2;5;10;1
1872;1951;71;Master;Viudo;73705;Sin hijos;2;5/3/2014;86;612;91;520;258;107;107;2;9;6;8;5
1873;1965;57;Universitario;Soltero;69263;Sin hijos;1;5/3/2014;14;492;5;32;13;5;21;1;9;1;7;6
1874;1951;71;Universitario;Casado;53790;Sin hijos;2;6/3/2014;86;335;42;127;28;5;5;3;7;2;8;6
1875;1952;70;Universitario;Soltero;47139;Un hijo;1;6/3/2014;2;46;0;12;0;2;23;2;2;1;2;7
1876;1969;53;Universitario;Casado;65747;Sin hijos;1;7/3/2014;96;346;17;48;23;13;13;4;8;1;6;6
1877;1979;43;Universitario;Casado;27244;Un hijo;0;7/3/2014;84;6;5;17;3;24;46;2;2;2;2;7
1878;1954;68;Universitario;Soltero;46344;Un hijo;1;8/3/2014;38;11;1;6;2;1;6;2;1;1;2;5
1879;1970;52;Secundario;Soltero;32303;Sin hijos;1;8/3/2014;63;35;0;2;0;0;2;2;1;0;4;5
1880;1990;32;Primario;Casado;24683;Un hijo;0;8/3/2014;98;8;4;10;6;7;6;2;2;0;4;5
1881;1965;57;Primario;Casado;76800;Sin hijos;0;8/3/2014;33;173;26;255;35;71;81;1;4;4;7;1
1882;1978;44;Master;Soltero;35544;Un hijo;0;8/3/2014;77;30;5;23;4;1;4;1;2;0;3;7
1883;1995;27;Universitario;Soltero;71163;Sin hijos;0;9/3/2014;30;283;17;372;138;106;44;1;3;8;12;1
1884;1973;49;Master;Casado;60432;Sin hijos;1;9/3/2014;61;365;3;15;4;3;11;5;7;2;5;6
1885;1949;73;Universitario;Viudo;72298;Sin hijos;0;10/3/2014;52;625;35;169;58;17;35;1;4;3;6;1
1886;1962;60;Universitario;Divorciado;46102;Dos hijos;1;10/3/2014;3;14;0;1;0;0;1;1;1;0;2;7
1887;1986;36;Secundario;Casado;45921;Sin hijos;0;10/3/2014;23;102;9;49;24;3;12;1;2;1;6;4
1888;1977;45;Primario;Pareja;82326;Sin hijos;0;10/3/2014;30;938;142;754;159;81;183;1;5;10;6;2
1889;1955;67;Universitario;Casado;65210;Sin hijos;1;10/3/2014;25;626;0;70;0;7;28;2;9;3;8;6
1890;1956;66;Master;Pareja;28839;Un hijo;1;11/3/2014;86;24;0;7;0;0;1;2;2;0;3;5
1891;1980;42;Universitario;Soltero;51766;Un hijo;0;11/3/2014;74;60;51;87;6;20;51;2;4;2;4;5
1892;1978;44;Universitario;Casado;71427;Dos hijos;0;12/3/2014;26;212;123;177;15;64;23;2;8;2;8;4
1893;1976;46;Universitario;Casado;30772;Un hijo;1;12/3/2014;89;7;2;4;2;1;4;1;1;0;2;6
1894;1965;57;Secundario;Casado;57236;Un hijo;1;12/3/2014;22;105;0;9;2;1;4;3;2;1;4;3
1895;1966;56;Universitario;Pareja;82427;Sin hijos;0;12/3/2014;35;482;147;509;104;107;107;1;3;5;12;1
1896;1955;67;Secundario;Casado;58482;Sin hijos;1;12/3/2014;59;576;7;115;19;7;7;2;7;4;9;6
1897;1950;72;Secundario;Pareja;5648;Un hijo;1;13/3/2014;68;28;0;6;1;1;13;1;1;0;0;20
1898;1972;50;Universitario;Casado;36026;Dos hijos;1;16/3/2014;34;20;4;10;6;4;17;2;2;0;3;6
1899;1972;50;Primario;Casado;25224;Un hijo;0;16/3/2014;36;4;9;12;11;2;8;2;1;1;3;3
1900;1965;57;Secundario;Divorciado;57912;Sin hijos;1;17/3/2014;34;801;0;80;0;0;35;5;8;3;12;5
1901;1974;48;Primario;Casado;20130;Sin hijos;0;17/3/2014;99;0;6;3;7;6;12;1;1;0;3;8
1902;1959;63;Master;Pareja;89120;Sin hijos;0;17/3/2014;78;1168;92;408;72;129;55;1;5;6;7;1
1903;1974;48;Secundario;Casado;46374;Sin hijos;1;17/3/2014;1;408;0;21;0;0;17;3;7;1;7;8
1904;1965;57;Universitario;Soltero;66294;Sin hijos;0;17/3/2014;68;251;108;334;65;92;117;1;4;3;5;2
1905;1958;64;Secundario;Soltero;71691;Sin hijos;0;17/3/2014;0;336;130;411;240;32;43;1;4;7;5;2
1906;1974;48;Primario;Casado;20130;Sin hijos;0;17/3/2014;99;0;6;3;7;6;12;1;1;0;3;8
1907;1954;68;Universitario;Pareja;77972;Sin hijos;0;18/3/2014;18;613;22;319;33;102;12;1;4;6;9;1
1908;1973;49;Primario;Casado;43050;Un hijo;0;18/3/2014;10;30;5;24;6;3;8;2;2;0;4;5
1909;1967;55;Universitario;Casado;42664;Sin hijos;1;18/3/2014;44;21;0;3;0;0;0;1;1;0;3;6
1910;1987;35;Master;Casado;73395;Sin hijos;0;18/3/2014;94;272;7;80;20;7;11;1;4;4;6;2
1911;1957;65;Primario;Casado;53233;Sin hijos;1;18/3/2014;18;28;0;9;3;0;0;1;1;0;3;4
1912;1979;43;Primario;Soltero;88194;Sin hijos;1;19/3/2014;19;688;14;309;201;24;38;1;11;10;10;5
1913;1972;50;Universitario;Casado;30467;Un hijo;0;19/3/2014;8;1;3;8;2;5;5;1;1;0;2;7
1914;1976;46;Universitario;Casado;39356;Un hijo;1;19/3/2014;21;15;0;2;0;0;6;1;1;0;2;6
1915;1983;39;Master;Soltero;31788;Un hijo;0;20/3/2014;15;16;7;23;0;8;6;3;3;0;4;5
1916;1974;48;Master;Casado;63206;Sin hijos;0;20/3/2014;65;750;8;125;11;8;26;1;4;3;6;2
